seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender
5201809,2019016402257071,Panvel,0.0,0.0,Unsuccessful ,2019,385,M
5201810,2019016402256477,Panvel,160.0,7.27,Successful ,2019,385,M
5201812,2019016402256663,Panvel,194.0,8.82,Successful ,2019,385,M
5201813,2020016402141575,Panvel,150.0,6.82,Successful ,2020,385,M
5201814,2019016402257376,Panvel,161.0,7.32,Successful ,2019,385,M
5201815,2019016402256195,Panvel,0.0,0.0,Unsuccessful ,2019,385,M
5201816,2020016402142605,Panvel,163.0,7.41,Successful ,2020,385,M
5201817,2019016402257635,Panvel,153.0,6.95,Successful ,2019,385,M
5201818,2019016402257287,Panvel,185.0,8.41,Successful ,2019,385,M
5201819,2019016402257531,Panvel,168.0,7.64,Successful ,2019,385,M
5201820,2020016402142192,Panvel,178.0,8.09,Successful ,2020,385,F
5201821,2019016402256632,Panvel,163.0,7.41,Successful ,2019,385,M
5201822,2020016402142717,Panvel,135.0,6.14,Successful ,2020,385,M
5201823,2018016401862955,Panvel,0.0,0.0,Unsuccessful ,2018,385,M
5201824,2019016402257434,Panvel,131.0,5.95,Successful ,2019,385,M
5201825,2020016402145542,Panvel,140.0,6.36,Successful ,2020,385,M
5201826,2019016402256802,Panvel,167.0,7.59,Successful ,2019,385,F
5201827,2020016402145557,Panvel,140.0,6.36,Successful ,2020,385,M
5201828,2019016402257024,Panvel,149.0,6.77,Successful ,2019,385,M
5201829,2019016402257507,Panvel,184.0,8.36,Successful ,2019,385,M
5201830,2019016402257755,Panvel,150.0,6.82,Successful ,2019,385,M
5201831,2019016402257465,Panvel,154.0,7.0,Successful ,2019,385,F
5201832,2019016402257063,Panvel,141.0,6.41,Successful ,2019,385,F
5201833,2019016402257457,Panvel,189.0,8.59,Successful ,2019,385,M
5201834,2019016402257473,Panvel,154.0,7.0,Successful ,2019,385,M
5201835,2019016402257426,Panvel,175.0,7.95,Successful ,2019,385,F
5201836,2019016402257627,Panvel,133.0,6.05,Successful ,2019,385,F
5201837,2019016402256856,Panvel,175.0,7.95,Successful ,2019,385,M
5015045,2022016402051466,Thane,0.0,0.0,Unsuccessful ,2022,403,M
5017024,2020016401999923,Thane,160.0,7.27,Successful ,2020,403,F
5017025,2020016401996542,Thane,169.0,7.68,Successful ,2020,403,M
5017026,2019016402272751,Thane,136.0,6.18,Successful ,2019,403,M
5017027,2020016401993281,Thane,175.0,7.95,Successful ,2020,403,F
5017028,2019016402273263,Thane,184.0,8.36,Successful ,2019,403,M
5017029,2019016402273015,Thane,156.0,7.09,Successful ,2019,403,M
5017030,2019016402273313,Thane,0.0,0.0,Unsuccessful ,2019,403,M
5017031,2019016402272913,Thane,196.0,8.91,Successful ,2019,403,F
5017032,2018016401742892,Thane,150.0,6.82,Successful ,2018,403,F
5017033,2019016402272952,Thane,166.0,7.55,Successful ,2019,403,F
5017034,2017016402322626,Thane,0.0,0.0,Unsuccessful ,2017,403,M
5017035,2019016402273464,Thane,0.0,0.0,Unsuccessful ,2019,403,M
5017036,2019016402273224,Thane,154.0,7.0,Successful ,2019,403,M
5017037,2019016402273417,Thane,186.0,8.45,Successful ,2019,403,M
5017038,2019016402272685,Thane,148.0,6.73,Successful ,2019,403,M
5017039,2019016402273402,Thane,171.0,7.77,Successful ,2019,403,F
5017040,2019016402272662,Thane,138.0,6.27,Successful ,2019,403,M
5017041,2019016402273201,Thane,172.0,7.82,Successful ,2019,403,M
5017042,2019016402272735,Thane,170.0,7.73,Successful ,2019,403,M
5017043,2019016402273166,Thane,188.0,8.55,Successful ,2019,403,M
5017044,2019016402273472,Thane,157.0,7.14,Successful ,2019,403,M
5017045,2019016402273367,Thane,154.0,7.0,Successful ,2019,403,M
5017046,2019016402273584,Thane,178.0,8.09,Successful ,2019,403,F
5017047,2020016401993621,Thane,177.0,8.05,Successful ,2020,403,F
5017048,2019016402273305,Thane,166.0,7.55,Successful ,2019,403,M
5017049,2020016401996116,Thane,157.0,7.14,Successful ,2020,403,M
5017050,2020016401993362,Thane,134.0,6.09,Successful ,2020,403,M
5017051,2019016402273182,Thane,151.0,6.86,Successful ,2019,403,M
5017052,2018016401741455,Thane,186.0,8.45,Successful ,2018,403,M
5017053,2019016402273537,Thane,156.0,7.09,Successful ,2019,403,F
5017054,2019016402272975,Thane,166.0,7.55,Successful ,2019,403,F
5017055,2020016401999552,Thane,167.0,7.59,Successful ,2020,403,M
5017056,2019016402272921,Thane,180.0,8.18,Successful ,2019,403,M
5017057,2019016402273294,Thane,136.0,6.18,Successful ,2019,403,M
5017058,2019016402273135,Thane,161.0,7.32,Successful ,2019,403,M
5017059,2020016401999985,Thane,147.0,6.68,Successful ,2020,403,M
5017060,2019016402273441,Thane,214.0,9.73,Successful ,2019,403,M
5017061,2019016402273495,Thane,161.0,7.32,Successful ,2019,403,M
5017062,2019016402273151,Thane,162.0,7.36,Successful ,2019,403,F
5017063,2019016402273321,Thane,158.0,7.18,Successful ,2019,403,F
5017064,2020016401998703,Thane,168.0,7.64,Successful ,2020,403,M
5017065,2019016402273085,Thane,149.0,6.77,Successful ,2019,403,M
5017066,2018016401742474,Thane,152.0,6.91,Successful ,2018,403,M
5017067,2019016402273216,Thane,183.0,8.32,Successful ,2019,403,F
5017068,2019016402273046,Thane,175.0,7.95,Successful ,2019,403,M
5017069,2019016402273232,Thane,191.0,8.68,Successful ,2019,403,M
5017070,2019016402272646,Thane,165.0,7.5,Successful ,2019,403,M
5017071,2019016402273665,Thane,157.0,7.14,Successful ,2019,403,M
5017072,2019016402273336,Thane,185.0,8.41,Successful ,2019,403,M
5017073,2019016402272905,Thane,0.0,0.0,Unsuccessful ,2019,403,M
5017074,2020016402001615,Thane,176.0,8.0,Successful ,2020,403,M
5017075,2019016402273375,Thane,0.0,0.0,Unsuccessful ,2019,403,M
5017076,2019016402273456,Thane,169.0,7.68,Successful ,2019,403,F
5017077,2019016402272847,Thane,146.0,6.64,Successful ,2019,403,M
5017078,2020016402000016,Thane,161.0,7.32,Successful ,2020,403,M
5017079,2019016402273487,Thane,152.0,6.91,Successful ,2019,403,M
5017080,2018016401741834,Thane,147.0,6.68,Successful ,2018,403,F
5017081,2019016402272623,Thane,193.0,8.77,Successful ,2019,403,M
5017082,2020016401999946,Thane,0.0,0.0,Unsuccessful ,2020,403,M
5017083,2020016402001596,Thane,155.0,7.05,Successful ,2020,403,F
5017084,2020016402001607,Thane,0.0,0.0,Unsuccessful ,2020,403,M
5017085,2019016402273007,Thane,154.0,7.0,Successful ,2019,403,M
5017086,2020016401999092,Thane,155.0,7.05,Successful ,2020,403,F
5017087,2018016401741262,Thane,171.0,7.77,Successful ,2018,403,M
5017088,2019016402273093,Thane,164.0,7.45,Successful ,2019,403,M
5017089,2019016402272581,Thane,181.0,8.23,Successful ,2019,403,F
5017090,2018016401742965,Thane,163.0,7.41,Successful ,2018,403,F
5017091,2020016401999111,Thane,184.0,8.36,Successful ,2020,403,F
5017092,2019016402273391,Thane,120.0,5.45,Successful ,2019,403,F
5017093,2019016402272967,Thane,174.0,7.91,Successful ,2019,403,M
5017094,2019016402272774,Thane,0.0,0.0,Unsuccessful ,2019,403,M
5017095,2019016402273514,Thane,133.0,6.05,Successful ,2019,403,M
5017096,2019016402273127,Thane,138.0,6.27,Successful ,2019,403,F
5017097,2019016402273023,Thane,159.0,7.23,Successful ,2019,403,M
5017098,2020016401999962,Thane,177.0,8.05,Successful ,2020,403,F
5017099,2019016402273634,Thane,165.0,7.5,Successful ,2019,403,M
5017100,2020016401996082,Thane,169.0,7.68,Successful ,2020,403,M
5017101,2019016402378586,Thane,172.0,7.82,Successful ,2019,426,M
5017102,2019016402433086,Thane,145.0,6.59,Successful ,2019,426,M
5017103,2019016402380353,Thane,183.0,8.32,Successful ,2019,426,F
5017104,2019016402378571,Thane,181.0,8.23,Successful ,2019,426,M
5017105,2019016402378667,Thane,151.0,6.86,Successful ,2019,426,M
5017106,2019016402381743,Thane,155.0,7.05,Successful ,2019,426,F
5017107,2019016402399795,Thane,187.0,8.5,Successful ,2019,426,F
5017108,2019016402380361,Thane,158.0,7.18,Successful ,2019,426,F
5017109,2019016402378733,Thane,198.0,9.0,Successful ,2019,426,F
5017110,2019016402378652,Thane,199.0,9.05,Successful ,2019,426,M
5017111,2019016402378563,Thane,171.0,7.77,Successful ,2019,426,F
5017112,2019016402378605,Thane,200.0,9.09,Successful ,2019,426,F
5017113,2019016402380376,Thane,199.0,9.05,Successful ,2019,426,M
5017114,2019016402380403,Thane,184.0,8.36,Successful ,2019,426,M
5017115,2019016402379067,Thane,173.0,7.86,Successful ,2019,426,F
5017116,2019016402381727,Thane,193.0,8.77,Successful ,2019,426,M
5017117,2019016402433063,Thane,169.0,7.68,Successful ,2019,426,M
5017118,2019016402378853,Thane,151.0,6.86,Successful ,2019,426,M
5017119,2019016402463197,Thane,161.0,7.32,Successful ,2019,426,F
5017120,2019016402381291,Thane,175.0,7.95,Successful ,2019,426,M
5017121,2019016402382201,Thane,191.0,8.68,Successful ,2019,426,M
5017122,2019016402378981,Thane,208.0,9.45,Successful ,2019,426,F
5017123,2019016402378926,Thane,178.0,8.09,Successful ,2019,426,M
5017124,2019016402381797,Thane,169.0,7.68,Successful ,2019,426,M
5017125,2019016402433055,Thane,166.0,7.55,Successful ,2019,426,M
5017126,2019016402378636,Thane,179.0,8.14,Successful ,2019,426,M
5017127,2019016402378892,Thane,205.0,9.32,Successful ,2019,426,F
5017128,2019016402382174,Thane,157.0,7.14,Successful ,2019,426,F
5017129,2019016402379013,Thane,194.0,8.82,Successful ,2019,426,M
5017130,2019016402378741,Thane,196.0,8.91,Successful ,2019,426,M
5017131,2020016402123585,Thane,149.0,6.77,Successful ,2020,426,M
5017132,2019016402379083,Thane,172.0,7.82,Successful ,2019,426,M
5017133,2019016402378837,Thane,205.0,9.32,Successful ,2019,426,M
5017134,2019016402381782,Thane,166.0,7.55,Successful ,2019,426,F
5017135,2019016402378934,Thane,160.0,7.27,Successful ,2019,426,M
5017136,2019016402381871,Thane,173.0,7.86,Successful ,2019,426,M
5017137,2019016402381615,Thane,190.0,8.64,Successful ,2019,426,M
5017138,2019016402381735,Thane,158.0,7.18,Successful ,2019,426,M
5017139,2019016402379052,Thane,214.0,9.73,Successful ,2019,426,F
5017140,2019016402432984,Thane,164.0,7.45,Successful ,2019,426,M
5017141,2019016402378594,Thane,168.0,7.64,Successful ,2019,426,M
5017142,2019016402378772,Thane,196.0,8.91,Successful ,2019,426,F
5017143,2019016402380337,Thane,162.0,7.36,Successful ,2019,426,M
5017144,2019016402381894,Thane,193.0,8.77,Successful ,2019,426,F
5017145,2019016402378814,Thane,180.0,8.18,Successful ,2019,426,M
5017146,2019016402381832,Thane,183.0,8.32,Successful ,2019,426,M
5017147,2020016402122922,Thane,0.0,0.0,Unsuccessful ,2020,426,M
5017148,2019016402380844,Thane,171.0,7.77,Successful ,2019,426,M
5017149,2019016402378555,Thane,196.0,8.91,Successful ,2019,426,M
5017150,2019016402382216,Thane,158.0,7.18,Successful ,2019,426,M
5017151,2019016402378675,Thane,181.0,8.23,Successful ,2019,426,M
5017152,2019016402381171,Thane,199.0,9.05,Successful ,2019,426,M
5017153,2019016402381186,Thane,193.0,8.77,Successful ,2019,426,F
5017154,2019016402381422,Thane,168.0,7.64,Successful ,2019,426,M
5017155,2020016402123593,Thane,172.0,7.82,Successful ,2020,426,F
5017156,2020016402122686,Thane,178.0,8.09,Successful ,2020,426,F
5017157,2019016402381194,Thane,165.0,7.5,Successful ,2019,426,F
5017158,2019016402380272,Thane,168.0,7.64,Successful ,2019,426,M
5017159,2019016402433094,Thane,185.0,8.41,Successful ,2019,426,M
5017160,2020016402124526,Thane,151.0,6.86,Successful ,2020,426,M
5017161,2019016402382104,Thane,0.0,0.0,Unsuccessful ,2019,426,M
5017162,2019016402378613,Thane,202.0,9.18,Successful ,2019,426,F
5017163,2019016402433047,Thane,170.0,7.73,Successful ,2019,426,M
5017164,2019016402378845,Thane,208.0,9.45,Successful ,2019,426,M
5017165,2019016402378876,Thane,167.0,7.59,Successful ,2019,426,M
5017166,2019016402380635,Thane,194.0,8.82,Successful ,2019,426,M
5017167,2019016402381952,Thane,199.0,9.05,Successful ,2019,426,F
5017168,2019016402432992,Thane,176.0,8.0,Successful ,2019,426,F
5017169,2019016402378547,Thane,181.0,8.23,Successful ,2019,426,F
5017170,2019016402378691,Thane,202.0,9.18,Successful ,2019,426,M
5017171,2019016402378911,Thane,211.0,9.59,Successful ,2019,426,F
5017172,2019016402378861,Thane,167.0,7.59,Successful ,2019,426,M
5017173,2019016401664597,Thane,184.0,8.36,Successful ,2019,428,M
5017174,2019016401667553,Thane,208.0,9.45,Successful ,2019,428,F
5017175,2019016401666623,Thane,202.0,9.18,Successful ,2019,428,F
5017176,2019016401664566,Thane,178.0,8.09,Successful ,2019,428,F
5017177,2020016401978977,Thane,181.0,8.23,Successful ,2020,428,F
5017178,2020016401978053,Thane,169.0,7.68,Successful ,2020,428,M
5017179,2019016401666526,Thane,187.0,8.5,Successful ,2019,428,F
5017180,2019016401666542,Thane,159.0,7.23,Successful ,2019,428,F
5017181,2019016401666967,Thane,184.0,8.36,Successful ,2019,428,M
5017182,2020016401987887,Thane,185.0,8.41,Successful ,2020,428,M
5017183,2019016401666693,Thane,178.0,8.09,Successful ,2019,428,M
5017184,2020016401978084,Thane,211.0,9.59,Successful ,2020,428,F
5017185,2019016401666662,Thane,178.0,8.09,Successful ,2019,428,M
5017186,2019016401667603,Thane,168.0,7.64,Successful ,2019,428,F
5017187,2019016401667151,Thane,171.0,7.77,Successful ,2019,428,M
5017188,2019016401667537,Thane,184.0,8.36,Successful ,2019,428,M
5017189,2020016401978092,Thane,172.0,7.82,Successful ,2020,428,F
5017190,2019016401666832,Thane,169.0,7.68,Successful ,2019,428,M
5017191,2019016401664616,Thane,184.0,8.36,Successful ,2019,428,F
5017192,2019016401664624,Thane,166.0,7.55,Successful ,2019,428,M
5017193,2019016401666646,Thane,190.0,8.64,Successful ,2019,428,F
5017194,2019016401666557,Thane,166.0,7.55,Successful ,2019,428,F
5017195,2019016401667112,Thane,151.0,6.86,Successful ,2019,428,M
5017196,2019016401666751,Thane,196.0,8.91,Successful ,2019,428,F
5017197,2020016401978374,Thane,137.0,6.23,Successful ,2020,428,M
5017198,2019016401666414,Thane,172.0,7.82,Successful ,2019,428,M
5017199,2019016401666871,Thane,172.0,7.82,Successful ,2019,428,M
5017200,2020016401987083,Thane,0.0,0.0,Unsuccessful ,2020,428,F
5017201,2020016401978382,Thane,167.0,7.59,Successful ,2020,428,M
5017202,2017016402354713,Thane,151.0,6.86,Successful ,2017,428,M
5017203,2019016401663652,Thane,166.0,7.55,Successful ,2019,428,F
5017204,2019016401666476,Thane,175.0,7.95,Successful ,2019,428,M
5017205,2018016401454955,Thane,147.0,6.68,Successful ,2018,428,M
5017206,2019016401666581,Thane,196.0,8.91,Successful ,2019,428,F
5017207,2019016401666453,Thane,192.0,8.73,Successful ,2019,428,M
5017208,2019016401667456,Thane,193.0,8.77,Successful ,2019,428,F
5017209,2019016401666615,Thane,184.0,8.36,Successful ,2019,428,M
5017210,2019016401667201,Thane,187.0,8.5,Successful ,2019,428,F
5017211,2019016401667487,Thane,193.0,8.77,Successful ,2019,428,M
5017212,2019016401666766,Thane,181.0,8.23,Successful ,2019,428,M
5017213,2019016401664187,Thane,184.0,8.36,Successful ,2019,428,F
5017214,2019016401667127,Thane,172.0,7.82,Successful ,2019,428,M
5017215,2019016401666565,Thane,166.0,7.55,Successful ,2019,428,M
5017216,2019016401666801,Thane,193.0,8.77,Successful ,2019,428,M
5017217,2019016401663926,Thane,202.0,9.18,Successful ,2019,428,F
5017218,2020016401978134,Thane,172.0,7.82,Successful ,2020,428,M
5017219,2019016401664493,Thane,163.0,7.41,Successful ,2019,428,F
5017220,2020016401978061,Thane,160.0,7.27,Successful ,2020,428,F
5017221,2019016401667031,Thane,174.0,7.91,Successful ,2019,428,M
5017222,2019016401664381,Thane,160.0,7.27,Successful ,2019,428,F
5017223,2019016401666387,Thane,169.0,7.68,Successful ,2019,428,F
5017224,2019016401666573,Thane,193.0,8.77,Successful ,2019,428,M
5017225,2019016401664284,Thane,187.0,8.5,Successful ,2019,428,F
5017226,2019016401666356,Thane,175.0,7.95,Successful ,2019,428,M
5017227,2019016401664013,Thane,160.0,7.27,Successful ,2019,428,F
5017228,2019016401664326,Thane,178.0,8.09,Successful ,2019,428,F
5017229,2019016401666735,Thane,199.0,9.05,Successful ,2019,428,M
5017230,2019016401664504,Thane,184.0,8.36,Successful ,2019,428,M
5017231,2020016401978076,Thane,202.0,9.18,Successful ,2020,428,F
5017232,2019016401666484,Thane,175.0,7.95,Successful ,2019,428,M
5017233,2019016401666704,Thane,169.0,7.68,Successful ,2019,428,M
5017234,2020016401978173,Thane,205.0,9.32,Successful ,2020,428,F
5017235,2019016401666816,Thane,142.0,6.45,Successful ,2019,428,M
5017236,2019016401667294,Thane,166.0,7.55,Successful ,2019,428,M
5017237,2019016401666596,Thane,202.0,9.18,Successful ,2019,428,M
5017238,2019016401666511,Thane,187.0,8.5,Successful ,2019,428,M
5017239,2019016401667321,Thane,199.0,9.05,Successful ,2019,428,M
5017240,2019016401667143,Thane,181.0,8.23,Successful ,2019,428,M
5017241,2019016401667054,Thane,154.0,7.0,Successful ,2019,428,M
5017242,2020016401989511,Thane,187.0,8.5,Successful ,2020,428,F
5017243,2019016401667611,Thane,178.0,8.09,Successful ,2019,428,M
5017244,2019016401667313,Thane,178.0,8.09,Successful ,2019,428,M
5017245,2019016401667344,Thane,166.0,7.55,Successful ,2019,428,M
5017246,2019016401664292,Thane,169.0,7.68,Successful ,2019,428,M
5017247,2019016401667383,Thane,176.0,8.0,Successful ,2019,428,M
5017248,2019016401666727,Thane,172.0,7.82,Successful ,2019,428,M
5017249,2019016401666341,Thane,199.0,9.05,Successful ,2019,428,F
5017250,2019016401667707,Thane,175.0,7.95,Successful ,2019,428,F
5017251,2019016401666886,Thane,184.0,8.36,Successful ,2019,428,F
5017252,2019016401667464,Thane,191.0,8.68,Successful ,2019,428,M
5017253,2019016401664141,Thane,0.0,0.0,Unsuccessful ,2019,428,M
5017254,2019016401664551,Thane,178.0,8.09,Successful ,2019,428,M
5017255,2019016401666685,Thane,202.0,9.18,Successful ,2019,428,F
5017256,2020016401986934,Thane,172.0,7.82,Successful ,2020,428,M
5017257,2019016401666921,Thane,193.0,8.77,Successful ,2019,428,M
5017258,2020016401984467,Thane,157.0,7.14,Successful ,2020,428,M
5017259,2019016401667077,Thane,181.0,8.23,Successful ,2019,428,M
5017260,2020016401978103,Thane,187.0,8.5,Successful ,2020,428,M
5017261,2019016401664156,Thane,196.0,8.91,Successful ,2019,428,F
5017262,2019016401666445,Thane,199.0,9.05,Successful ,2019,428,M
5017263,2019016401666654,Thane,196.0,8.91,Successful ,2019,428,F
5017264,2019016401666492,Thane,178.0,8.09,Successful ,2019,428,M
5017265,2020016401989534,Thane,205.0,9.32,Successful ,2020,428,F
5017266,2019016401666991,Thane,196.0,8.91,Successful ,2019,428,F
5017267,2020016401978111,Thane,175.0,7.95,Successful ,2020,428,M
5017268,2019016401666333,Thane,178.0,8.09,Successful ,2019,428,M
5017269,2019016401667232,Thane,178.0,8.09,Successful ,2019,428,M
5017270,2019016401664543,Thane,202.0,9.18,Successful ,2019,428,F
5017271,2019016401667062,Thane,191.0,8.68,Successful ,2019,428,M
5017272,2019016401666534,Thane,205.0,9.32,Successful ,2019,428,F
5017273,2019016401663636,Thane,187.0,8.5,Successful ,2019,428,M
5017274,2020016401978142,Thane,169.0,7.68,Successful ,2020,428,M
5017275,2020016401978126,Thane,190.0,8.64,Successful ,2020,428,F
5017276,2020016401989542,Thane,163.0,7.41,Successful ,2020,428,F
5017277,2020016401981175,Thane,169.0,7.68,Successful ,2020,428,M
5017278,2019016401666774,Thane,190.0,8.64,Successful ,2019,428,F
5017279,2019016401664512,Thane,190.0,8.64,Successful ,2019,428,M
5017280,2019016401667592,Thane,193.0,8.77,Successful ,2019,428,M
5017281,2020016401986404,Thane,187.0,8.5,Successful ,2020,428,M
5017282,2019016401666631,Thane,202.0,9.18,Successful ,2019,428,M
5017283,2020016401978181,Thane,169.0,7.68,Successful ,2020,428,M
5017284,2019016401667046,Thane,193.0,8.77,Successful ,2019,428,F
5017285,2019016401667263,Thane,202.0,9.18,Successful ,2019,428,F
5017286,2020016401978397,Thane,175.0,7.95,Successful ,2020,428,F
5017287,2019016401667015,Thane,182.0,8.27,Successful ,2019,428,F
5017288,2019016401666437,Thane,196.0,8.91,Successful ,2019,428,M
5017289,2019016401666712,Thane,175.0,7.95,Successful ,2019,428,M
5017290,2019016401663814,Thane,163.0,7.41,Successful ,2019,428,F
5017291,2019016401664601,Thane,190.0,8.64,Successful ,2019,428,M
5017292,2019016401666422,Thane,193.0,8.77,Successful ,2019,428,M
5017293,2019016401663903,Thane,214.0,9.73,Successful ,2019,428,F
5017294,2019016401667224,Thane,197.0,8.95,Successful ,2019,428,M
5017295,2019016401663934,Thane,160.0,7.27,Successful ,2019,428,F
5017296,2019016401666364,Thane,181.0,8.23,Successful ,2019,428,M
5017297,2019016401666855,Thane,211.0,9.59,Successful ,2019,428,F
5017298,2019016401667216,Thane,154.0,7.0,Successful ,2019,428,M
5017299,2019016401667514,Thane,196.0,8.91,Successful ,2019,428,M
5017300,2020016401978157,Thane,181.0,8.23,Successful ,2020,428,M
5017301,2020016401978424,Thane,187.0,8.5,Successful ,2020,428,M
5017302,2020016401978366,Thane,208.0,9.45,Successful ,2020,428,F
5017303,2019016401667271,Thane,178.0,8.09,Successful ,2019,428,M
5017304,2020016401978165,Thane,159.0,7.23,Successful ,2020,428,F
5017305,2019016401664052,Thane,187.0,8.5,Successful ,2019,428,M
5017306,2019016401667367,Thane,196.0,8.91,Successful ,2019,428,M
5017307,2018016401455301,Thane,162.0,7.36,Successful ,2018,428,M
5017308,2019016402325414,Thane,178.0,8.09,Successful ,2019,428,M
5017309,2019016401666461,Thane,196.0,8.91,Successful ,2019,428,F
5017310,2018016401479036,Thane,184.0,8.36,Successful ,2018,428,F
5017311,2020016401989526,Thane,189.0,8.59,Successful ,2020,428,M
5017312,2018016401455854,Thane,163.0,7.41,Successful ,2018,428,F
5017313,2019016401666406,Thane,190.0,8.64,Successful ,2019,428,M
5017314,2019016401666395,Thane,163.0,7.41,Successful ,2019,428,M
5017315,2019016401666372,Thane,190.0,8.64,Successful ,2019,428,F
