seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender
5017777,2019016402214005,Thane,164.0,7.45,Successful ,2019,823,M
5017778,2019016402213806,Thane,155.0,7.05,Successful ,2019,823,M
5017779,2019016402214044,Thane,178.0,8.09,Successful ,2019,823,M
5017780,2019016402213892,Thane,176.0,8.0,Successful ,2019,823,M
5017781,2016016402116104,Thane,132.0,6.0,Successful ,2016,823,M
5017782,2019016402213717,Thane,190.0,8.64,Successful ,2019,823,F
5017783,2020016402040443,Thane,200.0,9.09,Successful ,2020,823,F
5017784,2019016402213675,Thane,169.0,7.68,Successful ,2019,823,F
5017785,2019016402213145,Thane,190.0,8.64,Successful ,2019,823,M
5017786,2019016402214052,Thane,167.0,7.59,Successful ,2019,823,F
5017787,2019016402214125,Thane,186.0,8.45,Successful ,2019,823,F
5017788,2019016402213957,Thane,161.0,7.32,Successful ,2019,823,M
5017789,2020016402040377,Thane,0.0,0.0,Unsuccessful ,2020,823,M
5017790,2019016402213161,Thane,178.0,8.09,Successful ,2019,823,F
5017791,2019016402213613,Thane,158.0,7.18,Successful ,2019,823,M
5017792,2019016402213192,Thane,187.0,8.5,Successful ,2019,823,F
5017793,2019016402214021,Thane,176.0,8.0,Successful ,2019,823,M
5017794,2020016402041953,Thane,0.0,0.0,Unsuccessful ,2020,823,M
5017795,2018016401780302,Thane,157.0,7.14,Successful ,2018,823,M
5017796,2019016402213137,Thane,207.0,9.41,Successful ,2019,823,F
5017797,2019016402213814,Thane,181.0,8.23,Successful ,2019,823,F
5017798,2019016402213942,Thane,191.0,8.68,Successful ,2019,823,F
5017799,2020016402040474,Thane,165.0,7.5,Successful ,2020,823,F
5017800,2019016402214036,Thane,164.0,7.45,Successful ,2019,823,M
5017801,2019016402213965,Thane,154.0,7.0,Successful ,2019,823,M
5017802,2019016402213153,Thane,158.0,7.18,Successful ,2019,823,M
5017803,2018016401780051,Thane,0.0,0.0,Unsuccessful ,2018,823,M
5017804,2019016402213106,Thane,169.0,7.68,Successful ,2019,823,M
5017805,2019016402213973,Thane,184.0,8.36,Successful ,2019,823,M
5017806,2019016402214067,Thane,154.0,7.0,Successful ,2019,823,M
5017807,2019016402213242,Thane,189.0,8.59,Successful ,2019,823,M
5017808,2019016402213547,Thane,187.0,8.5,Successful ,2019,823,M
5017809,2019016402213756,Thane,177.0,8.05,Successful ,2019,823,F
5017810,2019016402213234,Thane,170.0,7.73,Successful ,2019,823,M
5017811,2019016402213725,Thane,164.0,7.45,Successful ,2019,823,M
5017812,2019016402213122,Thane,163.0,7.41,Successful ,2019,823,M
5017813,2019016402213621,Thane,172.0,7.82,Successful ,2019,823,M
5017814,2019016402213273,Thane,183.0,8.32,Successful ,2019,823,F
5019350,2020016402125062,Karjat,166.0,7.55,Successful ,2020,857,F
5019351,2020016402123813,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019352,2020016402122601,Karjat,0.0,0.0,Unsuccessful ,2020,857,F
5019353,2020016402122597,Karjat,187.0,8.5,Successful ,2020,857,F
5019354,2020016402123345,Karjat,182.0,8.27,Successful ,2020,857,M
5019355,2019016402126334,Karjat,196.0,8.91,Successful ,2019,857,M
5019356,2019016402126415,Karjat,158.0,7.18,Successful ,2019,857,M
5019357,2020016402207475,Karjat,154.0,7.0,Successful ,2020,857,M
5019358,2020016402121861,Karjat,195.0,8.86,Successful ,2020,857,M
5019359,2020016402207517,Karjat,0.0,0.0,Unsuccessful ,2020,857,F
5019360,2020016402125085,Karjat,173.0,7.86,Successful ,2020,857,M
5019361,2020016402122767,Karjat,150.0,6.82,Successful ,2020,857,M
5019362,2020016402123941,Karjat,149.0,6.77,Successful ,2020,857,M
5019363,2020016402207572,Karjat,164.0,7.45,Successful ,2020,857,M
5019364,2020016402124832,Karjat,182.0,8.27,Successful ,2020,857,M
5019365,2020016402122775,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019366,2017016402498303,Karjat,159.0,7.23,Successful ,2017,857,M
5019367,2020016402125077,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019368,2018016401719467,Karjat,166.0,7.55,Successful ,2018,857,M
5019369,2020016402124155,Karjat,152.0,6.91,Successful ,2020,857,M
5019370,2020016402158306,Karjat,179.0,8.14,Successful ,2020,857,F
5019371,2020016402274794,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019372,2020016402122752,Karjat,159.0,7.23,Successful ,2020,857,M
5019373,2020016402124147,Karjat,152.0,6.91,Successful ,2020,857,M
5019374,2020016402123821,Karjat,160.0,7.27,Successful ,2020,857,M
5019375,2020016402123805,Karjat,154.0,7.0,Successful ,2020,857,M
5019376,2020016402136357,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019377,2020016402194116,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019378,2020016402122713,Karjat,167.0,7.59,Successful ,2020,857,M
5019379,2020016402121845,Karjat,152.0,6.91,Successful ,2020,857,M
5019380,2019016402126303,Karjat,162.0,7.36,Successful ,2019,857,F
5019381,2020016402207502,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019382,2018016401719227,Karjat,165.0,7.5,Successful ,2018,857,M
5019383,2020016402122624,Karjat,167.0,7.59,Successful ,2020,857,M
5019384,2020016402194097,Karjat,142.0,6.45,Successful ,2020,857,M
5019385,2019016402126311,Karjat,171.0,7.77,Successful ,2019,857,M
5019386,2020016402123836,Karjat,163.0,7.41,Successful ,2020,857,F
5019387,2020016402121876,Karjat,183.0,8.32,Successful ,2020,857,M
5019388,2020016402122284,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019389,2019016402126396,Karjat,201.0,9.14,Successful ,2019,857,M
5019390,2020016402122574,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019391,2020016402123794,Karjat,159.0,7.23,Successful ,2020,857,F
5019392,2020016402122802,Karjat,159.0,7.23,Successful ,2020,857,F
5019393,2020016402122396,Karjat,161.0,7.32,Successful ,2020,857,M
5019394,2020016402122303,Karjat,160.0,7.27,Successful ,2020,857,F
5019395,2020016402122817,Karjat,197.0,8.95,Successful ,2020,857,F
5019396,2020016402124847,Karjat,139.0,6.32,Successful ,2020,857,M
5019397,2020016402157976,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019398,2020016402160707,Karjat,172.0,7.82,Successful ,2020,857,M
5019399,2019016402126373,Karjat,163.0,7.41,Successful ,2019,857,M
5019400,2020016402122744,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019401,2020016402123925,Karjat,152.0,6.91,Successful ,2020,857,M
5019402,2020016402160673,Karjat,161.0,7.32,Successful ,2020,857,M
5019403,2020016402123322,Karjat,0.0,0.0,Unsuccessful ,2020,857,F
5019404,2020016402207452,Karjat,137.0,6.23,Successful ,2020,857,M
5019405,2019016402126381,Karjat,151.0,6.86,Successful ,2019,857,M
5019406,2019016402126357,Karjat,175.0,7.95,Successful ,2019,857,M
5019407,2020016402122736,Karjat,181.0,8.23,Successful ,2020,857,F
5019408,2020016402122616,Karjat,143.0,6.5,Successful ,2020,857,M
5019409,2019016402126326,Karjat,179.0,8.14,Successful ,2019,857,M
5019410,2020016402123956,Karjat,149.0,6.77,Successful ,2020,857,F
5019411,2020016402122381,Karjat,163.0,7.41,Successful ,2020,857,M
5019412,2019016402126342,Karjat,183.0,8.32,Successful ,2019,857,M
5019413,2020016402123972,Karjat,134.0,6.09,Successful ,2020,857,M
5019414,2019016402159591,Karjat,193.0,8.77,Successful ,2019,857,M
5019415,2019016402126407,Karjat,196.0,8.91,Successful ,2019,857,M
5019416,2020016402123337,Karjat,169.0,7.68,Successful ,2020,857,M
5019417,2020016402124855,Karjat,0.0,0.0,Unsuccessful ,2020,857,M
5019418,2017016402438062,Karjat,174.0,7.91,Successful ,2017,857,M
5019419,2020016402122276,Karjat,159.0,7.23,Successful ,2020,857,F
5019420,2019016402159583,Karjat,145.0,6.59,Successful ,2019,857,M
5019421,2019016402126365,Karjat,0.0,0.0,Unsuccessful ,2019,857,M
5017815,2020016402171914,Thane,150.0,6.82,Successful ,2020,889,M
5017816,2020016402171597,Thane,0.0,0.0,Unsuccessful ,2020,889,F
5017817,2019016402243322,Thane,154.0,7.0,Successful ,2019,889,M
5017818,2020016402172063,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017819,2020016402171945,Thane,147.0,6.68,Successful ,2020,889,F
5017820,2020016402172314,Thane,169.0,7.68,Successful ,2020,889,F
5017821,2020016402171694,Thane,135.0,6.14,Successful ,2020,889,M
5017822,2020016402171624,Thane,133.0,6.05,Successful ,2020,889,M
5017823,2020016402172643,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017824,2020016402171493,Thane,178.0,8.09,Successful ,2020,889,M
5017825,2020016402172682,Thane,148.0,6.73,Successful ,2020,889,F
5017826,2020016402171527,Thane,179.0,8.14,Successful ,2020,889,F
5017827,2020016402172295,Thane,181.0,8.23,Successful ,2020,889,M
5017828,2019016402243241,Thane,175.0,7.95,Successful ,2019,889,M
5017829,2020016402172376,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017830,2019016402243264,Thane,189.0,8.59,Successful ,2019,889,F
5017831,2020016402171663,Thane,154.0,7.0,Successful ,2020,889,M
5017832,2020016402171566,Thane,0.0,0.0,Unsuccessful ,2020,889,F
5017833,2020016402172337,Thane,130.0,5.91,Successful ,2020,889,M
5017834,2020016402172361,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017835,2019016402243337,Thane,0.0,0.0,Unsuccessful ,2019,889,M
5017836,2020016402172457,Thane,143.0,6.5,Successful ,2020,889,F
5017837,2020016402172287,Thane,139.0,6.32,Successful ,2020,889,M
5017838,2020016402172496,Thane,162.0,7.36,Successful ,2020,889,F
5017839,2020016402171551,Thane,154.0,7.0,Successful ,2020,889,M
5017840,2020016402171736,Thane,167.0,7.59,Successful ,2020,889,F
5017841,2020016402172612,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017842,2020016402171632,Thane,183.0,8.32,Successful ,2020,889,M
5017843,2019016402243314,Thane,169.0,7.68,Successful ,2019,889,M
5017844,2020016402171512,Thane,145.0,6.59,Successful ,2020,889,M
5017845,2019016402243183,Thane,178.0,8.09,Successful ,2019,889,M
5017846,2020016402171504,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017847,2019016402243225,Thane,0.0,0.0,Unsuccessful ,2019,889,M
5017848,2020016402171601,Thane,0.0,0.0,Unsuccessful ,2020,889,F
5017849,2020016402171616,Thane,162.0,7.36,Successful ,2020,889,F
5017850,2020016402171922,Thane,163.0,7.41,Successful ,2020,889,M
5017851,2019016402243175,Thane,136.0,6.18,Successful ,2019,889,F
5017852,2020016402171686,Thane,148.0,6.73,Successful ,2020,889,M
5017853,2020016402172674,Thane,151.0,6.86,Successful ,2020,889,F
5017854,2020016402171752,Thane,169.0,7.68,Successful ,2020,889,M
5017855,2020016402171535,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017856,2020016402172191,Thane,0.0,0.0,Unsuccessful ,2020,889,F
5017857,2017016402589827,Thane,168.0,7.64,Successful ,2017,889,M
5017858,2019016402243295,Thane,138.0,6.27,Successful ,2019,889,F
5017859,2020016402171671,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017860,2020016402171582,Thane,181.0,8.23,Successful ,2020,889,F
5017861,2019016402243306,Thane,152.0,6.91,Successful ,2019,889,M
5017862,2020016402172306,Thane,0.0,0.0,Unsuccessful ,2020,889,F
5017863,2020016402171647,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017864,2020016402171655,Thane,185.0,8.41,Successful ,2020,889,F
5017865,2020016402171462,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017866,2020016402171937,Thane,138.0,6.27,Successful ,2020,889,F
5017867,2020016402171543,Thane,190.0,8.64,Successful ,2020,889,M
5017868,2019016402243256,Thane,193.0,8.77,Successful ,2019,889,M
5017869,2019016402243353,Thane,214.0,9.73,Successful ,2019,889,M
5017870,2019016402243384,Thane,0.0,0.0,Unsuccessful ,2019,889,M
5017871,2020016402172241,Thane,190.0,8.64,Successful ,2020,889,F
5017872,2019016402243361,Thane,157.0,7.14,Successful ,2019,889,M
5017873,2019016402243376,Thane,157.0,7.14,Successful ,2019,889,F
5017874,2020016402172554,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017875,2020016402171485,Thane,154.0,7.0,Successful ,2020,889,M
5017876,2020016402171574,Thane,136.0,6.18,Successful ,2020,889,M
5017877,2020016402172071,Thane,156.0,7.09,Successful ,2020,889,M
5017878,2020016402172651,Thane,154.0,7.0,Successful ,2020,889,M
5017879,2019016402243272,Thane,0.0,0.0,Unsuccessful ,2019,889,M
5017880,2020016402171477,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017881,2020016402172353,Thane,0.0,0.0,Unsuccessful ,2020,889,M
5017882,2017016402312091,Thane,139.0,6.32,Successful ,2017,890,M
5017883,2019016401772257,Thane,205.0,9.32,Successful ,2019,890,M
5017884,2019016401772273,Thane,184.0,8.36,Successful ,2019,890,M
5017885,2019016401772192,Thane,187.0,8.5,Successful ,2019,890,M
5017886,2019016401772354,Thane,214.0,9.73,Successful ,2019,890,M
5017887,2019016401771896,Thane,195.0,8.86,Successful ,2019,890,M
5017888,2019016401772427,Thane,180.0,8.18,Successful ,2019,890,M
5017889,2019016401772176,Thane,190.0,8.64,Successful ,2019,890,M
5017890,2019016401772296,Thane,175.0,7.95,Successful ,2019,890,M
5017891,2019016401772242,Thane,171.0,7.77,Successful ,2019,890,M
5017892,2019016401772346,Thane,166.0,7.55,Successful ,2019,890,M
5017893,2019016401772226,Thane,182.0,8.27,Successful ,2019,890,M
5017894,2019016401772323,Thane,178.0,8.09,Successful ,2019,890,M
5017895,2019016401772114,Thane,172.0,7.82,Successful ,2019,890,M
5017896,2019016401772393,Thane,0.0,0.0,Unsuccessful ,2019,890,M
5017897,2019016401771881,Thane,178.0,8.09,Successful ,2019,890,M
5017898,2019016401772025,Thane,176.0,8.0,Successful ,2019,890,M
5017899,2019016401772161,Thane,172.0,7.82,Successful ,2019,890,F
5017900,2020016402042674,Thane,175.0,7.95,Successful ,2020,890,M
5017901,2019016401771865,Thane,193.0,8.77,Successful ,2019,890,M
5017902,2019016401772203,Thane,196.0,8.91,Successful ,2019,890,F
5017903,2019016401771946,Thane,175.0,7.95,Successful ,2019,890,M
5017904,2019016401771954,Thane,163.0,7.41,Successful ,2019,890,F
5017905,2019016401772265,Thane,181.0,8.23,Successful ,2019,890,F
5017906,2019016402342223,Thane,190.0,8.64,Successful ,2019,890,M
5017907,2019016401771985,Thane,169.0,7.68,Successful ,2019,890,M
5017908,2018016400703952,Thane,144.0,6.55,Successful ,2018,890,M
5017909,2020016402246972,Thane,163.0,7.41,Successful ,2020,890,M
5017910,2019016401772315,Thane,193.0,8.77,Successful ,2019,890,M
5017911,2019016401772095,Thane,190.0,8.64,Successful ,2019,890,M
5017912,2019016401772307,Thane,196.0,8.91,Successful ,2019,890,M
5017913,2019016401771962,Thane,181.0,8.23,Successful ,2019,890,M
5017914,2019016401772234,Thane,183.0,8.32,Successful ,2019,890,M
5017915,2019016401772122,Thane,0.0,0.0,RR ,2019,890,M
5017916,2019016401772211,Thane,208.0,9.45,Successful ,2019,890,M
5017917,2019016401772033,Thane,205.0,9.32,Successful ,2019,890,M
5017918,2019016402342304,Thane,150.0,6.82,Successful ,2019,890,M
5017919,2019016401771907,Thane,142.0,6.45,Successful ,2019,890,M
5017920,2019016401772435,Thane,211.0,9.59,Successful ,2019,890,F
5017921,2019016401771857,Thane,205.0,9.32,Successful ,2019,890,M
5017922,2019016401772145,Thane,199.0,9.05,Successful ,2019,890,M
5017923,2019016401772137,Thane,148.0,6.73,Successful ,2019,890,M
5017924,2019016401772064,Thane,208.0,9.45,Successful ,2019,890,F
5017925,2019016401772362,Thane,166.0,7.55,Successful ,2019,890,M
5017926,2020016402042651,Thane,192.0,8.73,Successful ,2020,890,F
5017927,2019016401772184,Thane,181.0,8.23,Successful ,2019,890,M
5017928,2019016401772041,Thane,160.0,7.27,Successful ,2019,890,F
5017929,2019016401772153,Thane,193.0,8.77,Successful ,2019,890,M
5017930,2019016401772056,Thane,172.0,7.82,Successful ,2019,890,M
5017931,2020016402042666,Thane,180.0,8.18,Successful ,2020,890,M
5017932,2019016401772281,Thane,132.0,6.0,Successful ,2019,890,M
5017933,2019016401772087,Thane,193.0,8.77,Successful ,2019,890,M
5017934,2019016401772331,Thane,157.0,7.14,Successful ,2019,890,M
5017935,2019016401772072,Thane,189.0,8.59,Successful ,2019,890,M
5017936,2019016401772002,Thane,172.0,7.82,Successful ,2019,890,M
5017937,2020016402042724,Thane,202.0,9.18,Successful ,2020,890,M
5017938,2019016401771834,Thane,208.0,9.45,Successful ,2019,890,F
5017939,2019016401771842,Thane,214.0,9.73,Successful ,2019,890,M
5017940,2019016401772106,Thane,172.0,7.82,Successful ,2019,890,M
5017941,2019016401772404,Thane,175.0,7.95,Successful ,2019,890,M
5017942,2019016401771873,Thane,199.0,9.05,Successful ,2019,890,F
5017943,2019016401772412,Thane,190.0,8.64,Successful ,2019,890,M
5017944,2019016401771993,Thane,171.0,7.77,Successful ,2019,890,M
5017945,2019016401771923,Thane,202.0,9.18,Successful ,2019,890,M
5017946,2019016401771931,Thane,199.0,9.05,Successful ,2019,890,F
5017947,2020016402042682,Thane,177.0,8.05,Successful ,2020,890,M
5017948,2019016401771915,Thane,169.0,7.68,Successful ,2019,890,F
5017949,2020016402042716,Thane,184.0,8.36,Successful ,2020,890,M
5017950,2019016401772385,Thane,187.0,8.5,Successful ,2019,890,M
5017951,2019016401772377,Thane,175.0,7.95,Successful ,2019,890,M
5017952,2019016401772017,Thane,166.0,7.55,Successful ,2019,890,M
5017953,2020016402247194,Thane,189.0,8.59,Successful ,2020,890,F
5017954,2019016401771977,Thane,186.0,8.45,Successful ,2019,890,M
5017955,2018016400703863,Thane,168.0,7.64,Successful ,2018,890,M
5018930,2018016401876375,Panvel,0.0,0.0,RR ,2018,944,M
5018931,2019016402214365,Panvel,0.0,0.0,RR ,2019,944,M
5018932,2020016402027937,Panvel,0.0,0.0,RR ,2020,944,M
5018933,2017016402267593,Panvel,0.0,0.0,RR ,2017,944,M
5018934,2017016402266303,Panvel,0.0,0.0,RR ,2017,944,M
5018935,2018016401876344,Panvel,0.0,0.0,RR ,2018,944,M
5018936,2019016402214825,Panvel,0.0,0.0,RR ,2019,944,M
5018937,2019016402214984,Panvel,0.0,0.0,RR ,2019,944,M
5018938,2019016402215392,Panvel,0.0,0.0,RR ,2019,944,M
5018939,2019016402215442,Panvel,0.0,0.0,RR ,2019,944,M
5018940,2019016402215167,Panvel,0.0,0.0,RR ,2019,944,M
5018941,2019016402215121,Panvel,0.0,0.0,RR ,2019,944,M
5018942,2019016402215465,Panvel,0.0,0.0,RR ,2019,944,M
5018943,2020016402030441,Panvel,0.0,0.0,RR ,2020,944,F
5018944,2020016402025656,Panvel,0.0,0.0,RR ,2020,944,M
5018945,2019016402215152,Panvel,0.0,0.0,RR ,2019,944,M
5018946,2019016402216646,Panvel,0.0,0.0,RR ,2019,944,M
5018947,2019016402215295,Panvel,0.0,0.0,RR ,2019,944,M
5018948,2019016402214493,Panvel,0.0,0.0,RR ,2019,944,M
5018949,2019016402215457,Panvel,0.0,0.0,RR ,2019,944,M
5018950,2020016402025641,Panvel,0.0,0.0,RR ,2020,944,M
5018951,2019016402214744,Panvel,0.0,0.0,RR ,2019,944,M
5018952,2019016402215001,Panvel,0.0,0.0,RR ,2019,944,M
5018953,2019016402215233,Panvel,0.0,0.0,RR ,2019,944,M
5018954,2018016401877042,Panvel,0.0,0.0,RR ,2018,944,M
5018955,2019016402214992,Panvel,0.0,0.0,RR ,2019,944,M
5018956,2019016402214864,Panvel,0.0,0.0,RR ,2019,944,F
5018957,2019016402215071,Panvel,0.0,0.0,RR ,2019,944,M
5018958,2019016402215113,Panvel,0.0,0.0,RR ,2019,944,M
5018959,2019016402214817,Panvel,0.0,0.0,RR ,2019,944,M
5018960,2019016402215105,Panvel,0.0,0.0,RR ,2019,944,M
5018961,2019016402214485,Panvel,0.0,0.0,RR ,2019,944,M
5018962,2019016402214415,Panvel,0.0,0.0,RR ,2019,944,M
5018963,2019016402214686,Panvel,0.0,0.0,RR ,2019,944,M
5018964,2019016402215191,Panvel,0.0,0.0,RR ,2019,944,M
5018965,2018016401876882,Panvel,0.0,0.0,RR ,2018,944,M
5018966,2020016402024436,Panvel,0.0,0.0,RR ,2020,944,M
5018967,2020016402027945,Panvel,0.0,0.0,RR ,2020,944,M
5018968,2019016402214705,Panvel,0.0,0.0,RR ,2019,944,M
5018969,2019016402214841,Panvel,0.0,0.0,RR ,2019,944,F
5018970,2019016402214937,Panvel,0.0,0.0,RR ,2019,944,M
5018971,2019016402215287,Panvel,0.0,0.0,RR ,2019,944,M
5018972,2019016402215941,Panvel,0.0,0.0,RR ,2019,944,M
5018973,2019016402214632,Panvel,0.0,0.0,RR ,2019,944,F
5018974,2019016402215403,Panvel,0.0,0.0,RR ,2019,944,M
5018975,2019016402215217,Panvel,0.0,0.0,RR ,2019,944,M
5018976,2019016402214671,Panvel,0.0,0.0,RR ,2019,944,M
5018977,2019016402214914,Panvel,0.0,0.0,RR ,2019,944,M
5018978,2019016402215376,Panvel,0.0,0.0,RR ,2019,944,F
5018979,2019016402215507,Panvel,0.0,0.0,RR ,2019,944,M
5018980,2019016402215136,Panvel,0.0,0.0,RR ,2019,944,M
5018981,2019016402215434,Panvel,0.0,0.0,RR ,2019,944,M
5018982,2019016402215202,Panvel,0.0,0.0,RR ,2019,944,F
5018983,2020016402026002,Panvel,0.0,0.0,RR ,2020,944,F
5018984,2019016402215024,Panvel,0.0,0.0,RR ,2019,944,M
5018985,2019016402215032,Panvel,0.0,0.0,RR ,2019,944,F
5018986,2019016402214647,Panvel,0.0,0.0,RR ,2019,944,F
5018987,2019016402216116,Panvel,0.0,0.0,RR ,2019,944,M
5018988,2018016401876994,Panvel,0.0,0.0,RR ,2018,944,M
5018989,2019016402215241,Panvel,0.0,0.0,RR ,2019,944,M
5018990,2019016402216511,Panvel,0.0,0.0,RR ,2019,944,F
5018991,2020016402025865,Panvel,0.0,0.0,RR ,2020,944,M
5018992,2019016402214887,Panvel,0.0,0.0,RR ,2019,944,M
5018993,2019016402216623,Panvel,0.0,0.0,RR ,2019,944,M
5018994,2019016402214334,Panvel,0.0,0.0,RR ,2019,944,M
5018995,2019016402215047,Panvel,0.0,0.0,RR ,2019,944,M
5018996,2019016402215016,Panvel,0.0,0.0,RR ,2019,944,F
5018997,2019016402214597,Panvel,0.0,0.0,RR ,2019,944,M
5018998,2018016401877081,Panvel,0.0,0.0,Unsuccessful ,2018,944,F
5018999,2019016402214961,Panvel,0.0,0.0,RR ,2019,944,M
5019000,2019016402215473,Panvel,0.0,0.0,RR ,2019,944,M
5019001,2019016402214976,Panvel,0.0,0.0,RR ,2019,944,M
5019002,2019016402214582,Panvel,0.0,0.0,RR ,2019,944,M
5019003,2019016402214535,Panvel,0.0,0.0,RR ,2019,944,M
5019004,2019016402214462,Panvel,0.0,0.0,RR ,2019,944,F
5019005,2019016402215345,Panvel,0.0,0.0,RR ,2019,944,M
5019176,2020016402170571,Shahapur,172.0,7.82,Successful ,2020,945,M
5019177,2020016402170605,Shahapur,169.0,7.68,Successful ,2020,945,M
5019178,2019016401641896,Shahapur,193.0,8.77,Successful ,2019,945,F
5019179,2020016402170547,Shahapur,132.0,6.0,Successful ,2020,945,M
5019180,2020016402170644,Shahapur,0.0,0.0,Unsuccessful ,2020,945,M
5019181,2020016402170621,Shahapur,144.0,6.55,Successful ,2020,945,F
5019182,2019016401642002,Shahapur,178.0,8.09,Successful ,2019,945,M
5019183,2020016402170516,Shahapur,162.0,7.36,Successful ,2020,945,M
5019184,2020016402170652,Shahapur,0.0,0.0,Unsuccessful ,2020,945,F
5019185,2020016402170501,Shahapur,0.0,0.0,Unsuccessful ,2020,945,M
5019186,2018016402462854,Shahapur,160.0,7.27,Successful ,2018,945,F
5019187,2020016402170613,Shahapur,153.0,6.95,Successful ,2020,945,M
5019188,2019016401641977,Shahapur,125.0,5.68,Successful ,2019,945,M
5019189,2019016401642041,Shahapur,162.0,7.36,Successful ,2019,945,M
5019190,2019016401641993,Shahapur,181.0,8.23,Successful ,2019,945,F
5019191,2020016402170586,Shahapur,0.0,0.0,Unsuccessful ,2020,945,M
5019192,2019016401642017,Shahapur,190.0,8.64,Successful ,2019,945,F
5019193,2018016402462927,Shahapur,172.0,7.82,Successful ,2018,945,F
5019194,2020016402170524,Shahapur,163.0,7.41,Successful ,2020,945,M
5019195,2020016402170555,Shahapur,208.0,9.45,Successful ,2020,945,F
5019196,2018016402463111,Shahapur,187.0,8.5,Successful ,2018,945,F
5019197,2020016402170532,Shahapur,174.0,7.91,Successful ,2020,945,M
5019198,2020016402170636,Shahapur,130.0,5.91,Successful ,2020,945,M
5019199,2020016402170594,Shahapur,147.0,6.68,Successful ,2020,945,M
5019200,2019016401642025,Shahapur,160.0,7.27,Successful ,2019,945,M
5019201,2020016402170733,Shahapur,0.0,0.0,Unsuccessful ,2020,945,M
5019202,2019016401641931,Shahapur,169.0,7.68,Successful ,2019,945,F
5019203,2020016402170563,Shahapur,0.0,0.0,Unsuccessful ,2020,945,M
5019204,2019016401641954,Shahapur,0.0,0.0,Unsuccessful ,2019,945,M
5019205,2019016401641915,Shahapur,149.0,6.77,Successful ,2019,945,M
5019495,2020016402223501,Tala,0.0,0.0,RR ,2020,946,M
5019496,2020016402230435,Tala,0.0,0.0,RR ,2020,946,M
5019497,2020016402228854,Tala,0.0,0.0,RR ,2020,946,F
5019498,2019016402268865,Tala,0.0,0.0,RR ,2019,946,M
5019499,2020016402223385,Tala,0.0,0.0,RR ,2020,946,M
5019500,2020016402223435,Tala,0.0,0.0,RR ,2020,946,M
5019501,2020016402223412,Tala,0.0,0.0,RR ,2020,946,M
5019502,2020016402230772,Tala,0.0,0.0,RR ,2020,946,M
5019503,2020016402223474,Tala,0.0,0.0,RR ,2020,946,F
5019504,2020016402230795,Tala,0.0,0.0,RR ,2020,946,F
5019505,2020016402230451,Tala,0.0,0.0,RR ,2020,946,F
5019506,2020016402230497,Tala,0.0,0.0,RR ,2020,946,M
5019507,2020016402230443,Tala,0.0,0.0,RR ,2020,946,F
5019508,2020016402225175,Tala,0.0,0.0,RR ,2020,946,M
5019509,2020016402223404,Tala,0.0,0.0,RR ,2020,946,F
5019510,2020016402230482,Tala,0.0,0.0,RR ,2020,946,M
5019511,2020016402229416,Tala,0.0,0.0,RR ,2020,946,F
5019512,2020016402343313,Tala,0.0,0.0,RR ,2020,946,M
5019513,2022016402082631,Tala,0.0,0.0,RR ,2022,946,M
5019514,2020016402227553,Tala,0.0,0.0,RR ,2020,946,F
5019515,2019016402268842,Tala,0.0,0.0,RR ,2019,946,M
5019516,2020016402343135,Tala,0.0,0.0,RR ,2020,946,M
5019517,2020016402227971,Tala,0.0,0.0,RR ,2020,946,F
5019518,2020016402229351,Tala,0.0,0.0,RR ,2020,946,M
5019519,2020016402230814,Tala,0.0,0.0,RR ,2020,946,M
5019520,2019016402268803,Tala,0.0,0.0,RR ,2019,946,F
5019521,2020016402343104,Tala,0.0,0.0,RR ,2020,946,F
5019522,2020016402229397,Tala,0.0,0.0,RR ,2020,946,M
5019523,2020016402230466,Tala,0.0,0.0,RR ,2020,946,M
5019524,2020016402223466,Tala,0.0,0.0,RR ,2020,946,M
5019525,2019016402298454,Tala,0.0,0.0,RR ,2019,946,M
5019526,2020016402226886,Tala,0.0,0.0,RR ,2020,946,M
5019527,2020016402227986,Tala,0.0,0.0,RR ,2020,946,M
